,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
2030,16149684,Studio Room 8 with pool in Private house泳池别墅8号一室一厅,68059127,Wei,East Region,Bedok,1.32388,103.91592,Private room,199,3,0,,,21,177
2031,16150227,En-suites room in House near MRT (4) 在别墅里带独立卫生间的主卧,68059127,Wei,East Region,Bedok,1.3167200000000001,103.91351999999999,Private room,99,3,0,,,21,340
2045,16206947,Nice master bedroom,54324125,Angela,North-East Region,Ang Mo Kio,1.39583,103.84859,Private room,89,90,0,,,5,364
2051,16213361,Nice Master Bedroom,54324125,Angela,North-East Region,Serangoon,1.35475,103.8669,Private room,108,90,0,,,5,364
2055,16225193,Great location and fantastic view,19419817,Sukul,Central Region,Novena,1.3145200000000001,103.83906999999999,Private room,50,10,0,,,1,89
2091,16367233,Pasir View Park - 200 Pasir Panjang Road,107188825,Matt,Central Region,Queenstown,1.27931,103.78746,Private room,46,180,0,,,1,21
2116,16417806,Luxury & clean aprt at orchard,47707070,Louis,Central Region,River Valley,1.2969,103.83577,Private room,399,90,0,,,1,180
2125,16435842,❀❀2BR Cityview in Balestier area (M),8492007,Alvin,Central Region,Novena,1.3250600000000001,103.85269,Entire home/apt,218,3,0,,,203,195
2132,16495388,Private room in a cozy apartment,28599355,Harry,Central Region,Bukit Merah,1.27505,103.83596999999999,Private room,87,2,0,,,1,88
2133,16499872,Master room,70824123,Jamila,Central Region,Queenstown,1.29304,103.80709,Private room,69,1,0,,,1,179
2145,16532566,"NoAgntFee/MRT3Min/$250-Sml,$880-Mas/PUB/Wi-Fi/Cook",108754336,Nila,West Region,Bukit Batok,1.3485,103.74923000000001,Entire home/apt,87,200,0,,,1,365
2147,16537151,Beautiful Home in the West,30622760,Jonathan,West Region,Clementi,1.3234700000000001,103.76226,Entire home/apt,350,7,0,,,1,364
2157,16579897,Cozy aircon room  near Serangoon/ Bartley MRT,95539967,Elizabeth,North-East Region,Hougang,1.35012,103.87982,Private room,28,30,0,,,3,365
2184,16650721,AmazinMasterbed Room next to MRT,28809566,Property,North Region,Sembawang,1.44194,103.822,Private room,54,6,0,,,7,364
2187,16665225,SG/Cozy/Serangoon MRT/NEX/Aircon/clean/ cheap,25422497,Audrey,North-East Region,Hougang,1.34978,103.88091,Private room,26,90,0,,,7,174
2223,16830276,10 Bed Mixed Dorm(2) (with windows),63448912,River City Inn,Central Region,Singapore River,1.2885,103.8478,Shared room,24,1,0,,,43,362
2244,16898873,Elegant & Stylish Loft near Clarke Quay/Chinatown,112643630,Jun Xian,Central Region,Downtown Core,1.2861200000000002,103.84814,Private room,281,7,0,,,1,358
2265,17037625,1 BR apt Somerset MRT w facilities,25033568,Edwin,Central Region,River Valley,1.2971,103.83608000000001,Private room,128,100,0,,,1,180
2266,17045399,2BR City living in Marina Bay - min 6 months rent,57120590,Elynn,Central Region,Downtown Core,1.2811700000000001,103.85316,Entire home/apt,131,180,0,,,2,26
2276,17110437,Vacation Apartment in Downtown (3 MRTs),21149720,Mike,Central Region,Kallang,1.3119399999999999,103.85949000000001,Entire home/apt,208,1,0,,,16,351
2277,17111127,"8 mins to MRT - Terrace house, 2 rooms",114911226,Kh,East Region,Bedok,1.32195,103.92565,Entire home/apt,119,30,0,,,1,123
2278,17112396,"SPACIOUS, COMFORTABLE MASTERBEDROOM",112299696,Accomodation,North Region,Sembawang,1.4418600000000001,103.82361999999999,Private room,82,7,0,,,3,365
2287,17190987,4 Bed Mixed Dorm(2),63448912,River City Inn,Central Region,Singapore River,1.2871,103.84685999999999,Shared room,49,1,0,,,43,22
2292,17255578,Dream home opp MacRitchie Reservoir,28962928,Penny,Central Region,Toa Payoh,1.34166,103.83903000000001,Entire home/apt,169,90,0,,,1,364
2308,17408435,"Studioroom @ Farrer Park MRT, Central. Privacy",24682062,Gc,Central Region,Kallang,1.31413,103.85743000000001,Entire home/apt,43,25,0,,,1,155
2314,17442010,Heart of City bedroom (with common bath),22273315,Jimmy,Central Region,Outram,1.27661,103.84281,Private room,31,180,0,,,1,364
2337,17595172,Cozy 4BR Apartment in Katong,12752850,Jason,Central Region,Marine Parade,1.30687,103.89636999999999,Entire home/apt,350,3,0,,,4,87
2339,17615250,prewar small queenbed > lavender MRT,97878860,Chelsey,Central Region,Kallang,1.30808,103.86265,Private room,37,18,0,,,59,353
2356,17716164,Spacious Master Room for Short and Long Term Stay,77033455,Ho,East Region,Bedok,1.31999,103.91957,Private room,81,1,0,,,4,90
2365,17766467,prewar singlebed RmA > lavender MRT,97878860,Chelsey,Central Region,Kallang,1.30918,103.86289000000001,Private room,37,18,0,,,59,359
2401,17856178,Apartment near Paya Lebar MRT (EW8 & CC9),111909043,Julie,Central Region,Geylang,1.31751,103.8905,Entire home/apt,114,183,0,,,1,358
2409,17893265,4 Bed Private Room (Shared Bathroom),63448912,River City Inn,Central Region,Singapore River,1.28729,103.84786,Shared room,132,1,0,,,43,335
2424,17929052,"Urban Heritage (Suite with washer/dryer,microwave)",211434941,Geraldine,Central Region,Downtown Core,1.29609,103.85564000000001,Private room,269,1,0,,,7,323
2426,17929054,Heritage Family Room with high ceiling,211434941,Geraldine,Central Region,Downtown Core,1.29566,103.85498,Private room,290,1,0,,,7,297
2428,17929480,Downtown Queenbed Room2 @ Chinatown,97878860,Chelsey,Central Region,Outram,1.28304,103.84281,Private room,60,90,0,,,59,365
2455,18085436,GT City Apt,124536308,Gongtong,North-East Region,Serangoon,1.35517,103.86893,Private room,375,7,0,,,1,179
2459,18102244,Cozy room L at top floor in landed house near MRT,68059127,Wei,East Region,Bedok,1.31999,103.91638,Private room,90,3,0,,,21,157
2480,18209347,Cosy 3 bedroom apartment,125707530,Vivek,North-East Region,Punggol,1.40689,103.90482,Private room,139,1,0,,,1,365
2488,18283249,Family Tent Camping by the beach,126416861,Gary,East Region,Bedok,1.30777,103.92951,Entire home/apt,231,1,0,,,1,90
2491,18294839,Friendly SG Oasis - 한국 손님 환영,62026919,Ryan,Central Region,Bukit Merah,1.2666600000000001,103.81506999999999,Private room,999,1,0,,,1,180
2495,18322132,Shared Budget room for Students in NUS/NUH/INSEAD,52310102,W3,Central Region,Queenstown,1.28071,103.7863,Shared room,35,15,0,,,14,365
2499,18342015,En-suites room with shared pool in bungalow house,68059127,Wei,East Region,Bedok,1.32396,103.91642,Private room,131,3,0,,,21,250
2503,18378142,New 2 Bd + 2 Bath Apt in CBD (Tanjong Pagar),3927925,Richard,Central Region,Downtown Core,1.27345,103.8458,Entire home/apt,181,60,0,,,1,365
2507,18416274,Common room  near clementi MRT,27807024,David,West Region,Clementi,1.3184799999999999,103.75215,Private room,50,1,0,,,1,331
2519,18476989,Citylights and a great sea view.,13393127,Amol,Central Region,Kallang,1.31061,103.86270999999999,Private room,111,2,0,,,1,180
2520,18478731,"Authentic ""work from home"" experience in Singapore",127785907,Shafiq,North Region,Woodlands,1.43129,103.79639,Private room,69,1,0,,,1,362
2521,18479131,Apartment at CBD fringe.  Main bedroom.,128188332,W,Central Region,Bukit Merah,1.27495,103.84,Private room,69,180,0,,,1,358
2526,18492843,10 mins to Sengkang MRT. Minimum 6 months stay,128320725,Fei,North-East Region,Sengkang,1.3895600000000001,103.90301,Private room,40,188,0,,,1,365
2527,18495738,BiG 3BR Apt | Walking to Somerset MRT | Orchard,120674614,Amy,Central Region,Orchard,1.30694,103.83344,Entire home/apt,290,10,0,,,6,85
2556,18646333,"Single Bed Room,  < 5 mins to Tanjong Pagar MRT",129561517,Daniel,Central Region,Downtown Core,1.27455,103.84215,Private room,104,365,0,,,1,364
2565,18677397,0.5 miles (10 minutes walk) to Yew Tee MRT Station,1545156,Jean,West Region,Choa Chu Kang,1.40313,103.74991999999999,Private room,33,210,0,,,1,274
2566,18677983,Business Traveler's Haven near Orchard Road,129831064,Isabel,Central Region,Tanglin,1.31388,103.82503,Private room,310,7,0,,,1,365
2583,18848925,"Brand New, Quiet, Modern, Luxury Apartment",126918397,Bobby,Central Region,Novena,1.31964,103.84640999999999,Entire home/apt,401,10,0,,,1,365
2605,18951953,Simei MRT-Studio at My Manhattan (Pool View),109640479,Jowee,East Region,Tampines,1.34344,103.9545,Entire home/apt,85,365,0,,,1,365
2632,19132814,New DBSS far away from town,133689984,Shawn,North-East Region,Hougang,1.37515,103.90077,Private room,168,1,0,,,1,363
2636,19153604,Luxury room in the village,133558637,Nur,North-East Region,Hougang,1.37238,103.90064,Private room,158,1,0,,,1,363
2637,19154021,luxury house,133922394,(Email hidden by Airbnb),North-East Region,Hougang,1.37271,103.9011,Entire home/apt,287,1,0,,,1,363
2640,19164677,Luxury hostel with in-cabin locker - Single mixed,646629,Adler,Central Region,Outram,1.28227,103.84475,Shared room,35,1,0,,,15,360
2641,19164678,Luxury hostel with in-cabin locker - Single mixed,646629,Adler,Central Region,Outram,1.28111,103.84427,Shared room,35,1,0,,,15,360
2645,19164684,Luxury hostel with in-cabin locker - Single mixed,646629,Adler,Central Region,Outram,1.28262,103.84608,Shared room,35,1,0,,,15,360
2646,19164687,Luxury hostel with in-cabin locker - Single mixed,646629,Adler,Central Region,Outram,1.28124,103.84599,Shared room,35,1,0,,,15,360
2655,19184003,One Bedroom Apartment Tanjong Pagar Near CBD,134187371,Esther,Central Region,Outram,1.27558,103.84252,Private room,400,1,0,,,10,168
2672,19231371,Cozy Studio Room in Landed house(8),24496358,Katherine,East Region,Bedok,1.3171,103.91226,Private room,131,88,0,,,24,301
2678,19258336,Warm house with nice view,134342173,Yarasul,North-East Region,Hougang,1.3755899999999999,103.89918,Private room,99,1,0,,,1,362
2679,19261441,Downtown partial-Ensuite,97878860,Chelsey,Central Region,Outram,1.28335,103.84338000000001,Private room,56,18,0,,,59,350
2682,19282261,Michelle and Steven's place (III),20872645,Michelle,West Region,Bukit Batok,1.3572600000000001,103.75876,Private room,83,75,0,,,2,234
2684,19296446,Comfy Apartment @ Tresalveo,48641356,Keith,Central Region,Bishan,1.3514,103.83941,Entire home/apt,100,360,0,,,5,364
2706,19438458,Modern zen bungalow in upper thomson,24759045,Yuichi,Central Region,Bishan,1.3569799999999999,103.82621,Private room,240,3,0,,,1,364
2710,19478535,Private single room at Sengkang,135164148,Chng,North-East Region,Sengkang,1.38404,103.90137,Private room,25,30,0,,,2,300
2712,19490734,Housemates wanted ♡♡♡,22554193,Eve,North-East Region,Ang Mo Kio,1.36806,103.85555,Private room,44,180,0,,,2,177
2713,19491036,Modern newly renovated smart home in Pioneer,19006596,Jamie,West Region,Jurong West,1.3362399999999999,103.69438000000001,Private room,58,180,0,,,1,365
2721,19575817,PROMO! Comfy Nest in Heart of Orchard (Studio) 1,120039849,Anna,Central Region,Newton,1.30302,103.83795,Entire home/apt,303,1,0,,,17,174
2732,19615505,City Fringe Apartment for Rent,21038840,Eileen,Central Region,Geylang,1.31015,103.88348,Entire home/apt,135,90,0,,,1,362
2752,19670675,Apartment with Pool and Gym,138512516,Michael,West Region,Clementi,1.3282,103.76771,Entire home/apt,114,180,0,,,1,363
2772,19774868,Private Room with Private Washroom for 1 Person,126914776,Anil,North-East Region,Ang Mo Kio,1.37385,103.8483,Private room,150,1,0,,,1,364
2793,19853254,Whitehaven master room,33345191,Zari,Central Region,Queenstown,1.2900399999999999,103.77803,Private room,54,90,0,,,3,135
2795,19864736,Premium One Bedroom Apartment,79211365,Steven,Central Region,Novena,1.32433,103.85329,Entire home/apt,94,90,0,,,1,325
2803,19913186,Studio Unit @ Upper Serangoon View,10163328,Valerie,North-East Region,Hougang,1.3747200000000002,103.90266,Private room,56,90,0,,,1,178
2817,20009657,Private Large Master Bedroom near Orchard Rd,69005937,Keith,Central Region,Newton,1.3131899999999999,103.83254000000001,Private room,42,90,0,,,11,180
2831,20049844,Private Master Bedroom near Orchard Road,69005937,Keith,Central Region,Newton,1.31287,103.83136999999999,Private room,143,90,0,,,11,365
2836,20068221,Private Master bedroom near Paya Lebar MRT,69005937,Keith,Central Region,Geylang,1.31471,103.88677,Private room,22,90,0,,,11,180
2848,20139209,Large Private Master bedroom @ Paya Lebar MRT,69005937,Keith,Central Region,Geylang,1.31465,103.88691,Private room,33,90,0,,,11,365
2858,20181917,Clean Dorms - Steps from Chinatown MRT! (Per Bed),100353323,Royal,Central Region,Outram,1.28435,103.84329,Shared room,31,1,0,,,8,365
2869,20220446,Spacious Master bedroom Clean & Cosy,42218262,Srether,Central Region,Novena,1.32497,103.85011,Private room,150,2,0,,,1,87
2880,20318492,"Close to Steven's MRT, 1-bed in Singapore",138649185,Paridhi,Central Region,Tanglin,1.32175,103.8166,Private room,269,7,0,,,76,364
2883,20363687,The Riverine by the Park,98101583,Chloe,Central Region,Kallang,1.30902,103.86838,Entire home/apt,250,180,0,,,1,358
2884,20364487,Small room at Redhill mrt - open space !,52310102,W3,Central Region,Bukit Merah,1.28877,103.81,Private room,50,180,0,,,14,365
2917,20547412,City Condo Queen Bed room and Big Window,146727068,Jennifer,Central Region,Toa Payoh,1.33997,103.84359,Private room,181,2,0,,,1,87
2935,20631625,"CLASSIC 1BR in VIVA VISTA, SINGAPORE",138649185,Paridhi,Central Region,Queenstown,1.28751,103.78616,Private room,240,3,0,,,76,364
2939,20655418,Nice Condo Room just opposite of Mrt and Lake,143892668,Chin,West Region,Jurong East,1.34295,103.73435,Private room,60,5,0,,,13,365
2941,20658143,"Stylish 1-bedroom in West Coast, Singapore",138649185,Paridhi,West Region,Clementi,1.31592,103.75886,Private room,210,15,0,,,76,364
2943,20659559,Two condo rooms at Same Unit,143892668,Chin,West Region,Jurong East,1.34466,103.7338,Private room,150,5,0,,,13,365
2962,20729472,lovely rooms,148447408,Dede,West Region,Clementi,1.32915,103.76741,Private room,56,90,0,,,2,365
2966,20750315,TWIN-SUITE-PENTHOUSE FOR  UP  TO  6  GUESTS,112299696,Accomodation,North Region,Sembawang,1.4412,103.82236,Private room,49,7,0,,,3,365
2968,20754763,Condo Master Room @ Raffles Area,32798595,Expats Housing Provider @ Raffles P,Central Region,Downtown Core,1.27988,103.85338,Private room,65,180,0,,,41,364
2971,20771379,"TWINSUITES,PENTHOUSE FOR PARTY / FAMILY OF UP TO 6",148809201,Amazing,North Region,Sembawang,1.43998,103.82382,Private room,40,7,0,,,3,365
2972,20774303,SERENE SUITE FOR THE DISCERNING GUESTS (3) !!!,148809201,Amazing,North Region,Sembawang,1.43992,103.82200999999999,Private room,54,7,0,,,3,365
2973,20774506,SPACIOUS  MASTER-SUITE-ROOM  WITH  KING-SIZED BED,148809201,Amazing,North Region,Sembawang,1.4416,103.82328000000001,Private room,110,7,0,,,3,365
2977,20788751,Near City Square Mall. Farrer Pk. Park Royal hotel,69121685,Pat,Central Region,Kallang,1.30971,103.8569,Private room,65,90,0,,,6,365
2979,20791170,NOVENA CONDO (1+STUDY) NEXT TO MEDICAL HUB,84073548,Wendy,Central Region,Novena,1.31809,103.84731,Entire home/apt,125,14,0,,,1,335
2986,20813719,320sqft,149095282,Choo,Central Region,River Valley,1.29663,103.83666,Private room,153,2,0,,,2,362
2988,20822762,Condo Queen Common Room CBD,32798595,Expats Housing Provider @ Raffles P,Central Region,Downtown Core,1.2798,103.85358000000001,Private room,64,180,0,,,41,364
3002,20839977,14 Bed Mixed Dorm(6) (with windows),63448912,River City Inn,Central Region,Singapore River,1.2879200000000002,103.84796999999999,Shared room,19,1,0,,,43,358
3003,20840000,14 Bed Mixed Dorm(7) (with windows),63448912,River City Inn,Central Region,Singapore River,1.28817,103.84741,Shared room,19,1,0,,,43,359
3004,20840008,14 Bed Mixed Dorm(8) (with windows),63448912,River City Inn,Central Region,Singapore River,1.28809,103.84622,Shared room,21,1,0,,,43,359
3007,20840017,14 Bed Mixed Dorm(11) (with windows),63448912,River City Inn,Central Region,Singapore River,1.2866,103.84835,Shared room,19,1,0,,,43,360
3009,20840019,14 Bed Mixed Dorm(13) (with windows),63448912,River City Inn,Central Region,Singapore River,1.28799,103.84617,Shared room,21,1,0,,,43,358
3010,20840021,14 Bed Mixed Dorm(14) (with windows),63448912,River City Inn,Central Region,Singapore River,1.28806,103.84683000000001,Shared room,22,1,0,,,43,354
3012,20842913,10 Bed Mixed Dorm(5) (with windows),63448912,River City Inn,Central Region,Singapore River,1.28682,103.84766,Shared room,24,1,0,,,43,363
3013,20842916,10 Bed Mixed Dorm(6) (with windows),63448912,River City Inn,Central Region,Singapore River,1.28824,103.84783,Shared room,24,1,0,,,43,359
3014,20842919,10 Bed Mixed Dorm(7) (with windows),63448912,River City Inn,Central Region,Singapore River,1.28831,103.84599,Shared room,24,1,0,,,43,363
3016,20842926,10 Bed Mixed Dorm(9) (with windows),63448912,River City Inn,Central Region,Singapore River,1.28715,103.84638000000001,Shared room,24,1,0,,,43,363
3017,20842927,10 Bed Mixed Dorm(10) (with windows),63448912,River City Inn,Central Region,Singapore River,1.28706,103.84763000000001,Shared room,24,1,0,,,43,363
3018,20856422,Downtown Queenbed Room1 @ Chinatown,97878860,Chelsey,Central Region,Outram,1.28292,103.84172,Private room,40,90,0,,,59,365
3026,20880300,Full Student Care home for foreign students,94428597,Edmund,West Region,Bukit Batok,1.3618700000000001,103.76456999999999,Private room,100,90,0,,,1,362
3028,20891561,Nest @ Whampoa,29765341,Prabhu,Central Region,Novena,1.3216,103.85243,Private room,35,90,0,,,1,88
3043,20986638,"ECONOMICAL & CENTRAL, FURNISHED STUDIO'S",138649185,Paridhi,Central Region,Marine Parade,1.29496,103.88450999999999,Entire home/apt,165,30,0,,,76,364
3046,21001012,3BR Serviced Apartment-Buona Vista (Heritage View),151196270,Jhian,Central Region,Queenstown,1.3028899999999999,103.7853,Entire home/apt,287,89,0,,,45,362
3047,21001027,4br Opulent Orchard Next to MRT,8527085,Ben,Central Region,Orchard,1.30568,103.83336,Entire home/apt,699,2,0,,,38,362
3048,21004249,"Spacious Master room ,CBD Marina bay",32798595,Expats Housing Provider @ Raffles P,Central Region,Downtown Core,1.28555,103.85351,Private room,75,180,0,,,41,365
3054,21015787,prewar miniStudio + washer/dryer,97878860,Chelsey,Central Region,Kallang,1.30819,103.86175,Private room,56,28,0,,,59,335
3058,21015823,Upmarket apartment within the city,148161274,Jan,Central Region,Bukit Timah,1.33228,103.78728000000001,Entire home/apt,350,90,0,,,6,139
3066,21016381,2BR Serviced Apartment - Queenstown (Alexis),151196270,Jhian,Central Region,Queenstown,1.2905,103.80695,Entire home/apt,250,89,0,,,45,180
3067,21018087,2BR Luxury Serviced Apartment- One North(ONR),151196270,Jhian,Central Region,Queenstown,1.30206,103.78927,Entire home/apt,340,89,0,,,45,365
3068,21029715,Modern Studio Serviced Apartment - One North(ONR),151196270,Jhian,Central Region,Queenstown,1.30059,103.78851,Entire home/apt,201,89,0,,,45,176
3072,21031651,"3BR Serviced Apartment- Clementi, West Coast",151196270,Jhian,West Region,Clementi,1.3111700000000002,103.76058,Entire home/apt,300,89,0,,,45,365
3073,21032252,"2 Bedroom Apartment near CBD (Alexis, Queenstown)",151196270,Jhian,Central Region,Queenstown,1.29162,103.80666,Entire home/apt,225,89,0,,,45,365
